1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,GarageFinish_RFn,GarageFinish_Unf
1442,0,3,738,172,,719,1990,1442,4,10357,114,0,244,5,7,910,0,1990,1991,179900,False,True,False,False,True,False,False,False,False,False
887,1134,3,0,868,,422,2006,2021,4,23257,168,0,100,5,7,868,0,2006,2006,274725,False,False,True,False,False,False,False,True,True,False
948,742,3,0,924,,463,2000,1690,3,8063,,0,48,5,6,924,,2000,2000,181000,False,False,True,False,False,False,False,True,True,False
1836,0,3,1039,797,,862,2004,1836,4,11362,107,42,185,5,8,1836,,2004,2005,280000,False,True,False,False,True,False,False,False,False,False
773,885,3,219,554,,431,1995,1658,3,8000,,0,84,5,6,773,,1995,1996,188000,False,False,True,False,True,False,False,False,False,False
1098,866,4,403,400,0,483,1976,1964,3,10480,80,660,69,6,7,803,,1976,1976,205000,False,False,True,False,False,False,False,False,True,False
816,0,2,708,108,,308,1957,816,3,7100,73,0,0,7,5,816,,1957,1957,129900,False,False,True,False,True,False,False,False,False,True
1008,0,2,643,365,,240,1953,1008,4,8923,66,0,18,7,5,1008,,1953,2006,134500,False,False,True,True,False,False,False,False,False,True
833,0,2,415,418,,326,1955,833,4,5400,90,0,0,7,5,833,,1954,2000,117000,False,False,True,False,False,False,True,False,False,True
1734,0,3,1004,730,,928,2007,1734,5,12085,93,328,0,5,8,1734,,2007,2007,318000,False,False,True,False,True,False,False,False,False,False
779,640,3,353,55,,527,2002,1419,4,7750,,0,0,5,8,408,,2002,2002,184100,False,False,True,False,True,False,False,False,False,False
894,0,3,702,192,,450,1967,894,4,9764,57,0,0,7,5,894,,1967,2003,130000,False,False,True,True,False,False,False,False,True,False
1021,580,,0,533,,300,1958,1601,3,13825,85,0,34,6,5,533,,1958,1987,140000,False,False,True,False,False,False,False,True,True,False
1040,0,,369,671,,286,1959,1040,3,7560,70,0,0,5,5,1040,,1959,1959,133700,False,False,True,False,False,True,False,False,True,False
1012,0,2,0,1012,,308,1920,1012,3,8263,59,0,22,5,6,1012,,1920,1950,118400,False,False,True,False,False,False,False,True,False,True
1552,0,3,24,1528,,782,2005,1552,4,10084,84,196,20,5,7,1552,,2005,2006,212900,False,False,False,False,True,False,False,False,False,False
960,0,3,0,672,,288,1956,960,3,8926,,0,0,3,4,672,,1956,1956,112000,False,False,True,False,False,False,False,True,False,True
698,0,2,0,698,,0,,698,3,9405,50,0,200,9,5,698,0,1947,2008,118000,False,False,True,False,False,False,False,True,False,False
812,670,3,0,384,,392,1992,1482,4,9125,,170,25,5,7,384,,1992,1992,163900,False,False,True,False,False,False,False,True,False,False
1005,0,2,0,1005,,672,1977,1005,2,10434,60,0,0,5,4,1005,,1955,1955,115000,False,False,True,False,False,False,False,True,False,True
1555,0,2,0,1373,,660,2007,1555,4,3684,53,130,20,5,7,1373,,2007,2007,174000,False,False,True,False,False,False,False,True,False,False
1530,0,3,1300,230,0,630,2004,1530,4,14572,182,0,36,5,7,1530,144,2004,2004,259000,False,False,False,False,True,False,False,False,False,False
847,1112,4,0,847,,434,2004,1959,4,11796,59,0,48,5,7,847,,2004,2005,215000,False,False,False,False,False,False,False,True,False,False
936,0,2,936,0,,672,1980,936,3,7200,60,180,0,5,5,936,,1980,1980,140000,True,False,False,False,True,False,False,False,False,True
1328,653,4,622,500,,576,1981,1981,4,7804,65,0,44,3,4,1122,431,1928,1950,135000,False,False,True,True,False,False,False,False,False,True
974,0,3,212,762,,0,,974,3,10712,63,0,28,5,5,974,,1991,1992,93500,False,True,False,True,False,False,False,False,False,False
1178,1032,5,0,1008,,205,1930,2210,2,9900,90,0,48,4,6,1008,,1880,1950,117500,False,True,False,False,False,False,False,True,False,True
1142,878,3,584,544,,466,1995,2020,4,9828,80,0,155,5,8,1128,,1995,1995,239500,False,False,True,False,True,False,False,False,True,False
916,684,3,0,916,,460,1997,1600,3,8773,57,0,38,5,6,916,,1997,1997,169000,False,False,False,False,False,False,False,True,False,False
986,0,2,0,960,0,180,1926,986,3,6180,60,0,128,5,6,960,,1926,1950,102000,False,False,True,False,False,False,False,True,False,True
1032,220,3,280,752,,288,1950,1252,3,9600,80,0,0,5,6,1032,0,1950,1950,119000,False,False,True,True,False,False,False,False,False,True
780,240,2,0,780,,0,,1020,3,6342,54,0,0,8,5,780,,1875,1996,94000,False,False,True,False,False,False,False,True,False,False
1567,0,2,1567,0,,714,1977,1567,4,9819,,0,32,5,6,1567,,1977,1977,196000,True,False,False,False,False,False,False,False,True,False
1167,0,3,645,270,,495,1972,1167,3,8731,98,0,0,5,5,915,,1920,1950,144000,False,False,True,True,False,False,False,False,False,True
952,0,2,852,100,,840,1988,952,3,7350,60,0,0,7,5,952,,1951,1951,139000,False,True,False,False,False,False,False,False,False,True
1088,780,4,381,399,,484,1976,1868,4,10304,,44,96,7,5,780,,1976,1976,197500,False,False,True,False,False,False,False,False,False,True
1466,1362,4,1150,316,,1052,2006,2828,4,9965,77,340,144,5,8,1466,,2006,2007,424870,True,False,False,False,True,False,False,False,True,False
1006,0,3,288,718,,0,,1006,3,9000,,0,24,3,5,1006,,1959,1959,80000,False,False,True,False,True,False,False,False,False,False
672,252,2,348,324,,280,1941,924,2,12180,60,0,0,4,4,672,,1941,1950,80000,False,False,True,True,False,False,False,False,False,True
1042,534,3,0,1042,,225,1928,1576,3,6240,52,0,0,6,5,1042,,1928,1950,149000,False,False,True,False,False,False,False,True,False,True
1298,,3,1258,40,,403,1985,1298,4,11200,,85,26,5,6,1298,,1985,1985,180000,False,False,True,False,True,False,False,False,False,False
860,704,3,275,429,,234,1941,1564,2,12000,75,0,0,7,7,704,,1941,1950,174500,False,False,True,False,False,False,True,False,False,True
572,539,2,0,572,,288,1982,1111,3,5700,,0,0,7,7,572,,1926,1950,116900,False,False,True,False,False,False,False,True,False,True
832,650,3,624,26,,324,1930,1482,3,9000,50,0,0,9,7,650,,1920,1988,143000,False,False,True,False,False,False,False,False,False,True
932,0,2,0,932,,306,1950,932,4,8280,57,0,0,5,6,932,,1950,1950,124000,False,False,True,False,False,False,False,True,False,True
1466,0,3,176,1290,,528,1959,1466,2,17755,134,132,140,4,5,1466,,1959,1959,149900,False,False,True,False,False,False,False,False,False,False
1811,,2,296,230,,470,1956,1811,5,14115,90,0,0,7,6,1073,,1956,2004,230000,False,False,True,False,False,False,False,False,False,False
816,0,2,538,278,,432,2002,816,3,5890,,0,0,8,6,816,,1930,2007,120500,False,False,False,False,False,False,False,False,False,True
902,918,4,454,410,,492,1965,1820,4,13700,,288,84,6,7,864,,1965,1988,201800,True,False,False,False,False,False,False,False,False,True
1437,0,3,1157,280,,528,1976,1437,4,10768,90,0,21,8,5,1437,,1976,2004,218000,True,False,False,False,False,False,False,False,True,False
1265,0,3,633,586,,502,1965,1265,4,9350,85,0,92,8,5,1219,,1965,1999,179900,True,False,False,False,False,False,False,False,True,False
1314,0,2,904,410,,626,2008,1314,4,5001,34,166,62,5,7,1314,,2007,2008,230000,False,False,True,False,True,False,False,False,False,False
1580,0,3,0,1580,,830,2008,1580,4,11932,92,186,24,5,8,1580,,2007,2008,235128,False,False,True,False,False,False,False,True,True,False
943,933,4,442,459,,540,1974,1876,4,9120,76,270,69,6,6,901,,1974,1974,185000,False,False,True,False,False,False,False,False,True,False
855,601,3,311,544,,440,1978,1456,3,2280,24,0,0,5,6,855,,1978,1978,146000,False,False,True,False,False,False,False,False,False,True
1640,0,3,728,568,,924,1993,1640,4,14778,,72,0,7,6,1296,,1954,2006,224000,False,False,True,True,False,False,False,False,False,True
894,0,3,492,402,,450,1968,894,3,8724,109,0,0,5,5,894,,1968,1968,129000,False,False,True,True,False,False,False,False,False,False
1258,0,0,1198,0,0,400,1969,1258,3,12900,60,0,0,4,4,1198,,1969,1969,108959,False,False,False,False,False,False,False,False,False,True
1432,0,2,680,289,,588,1978,1432,4,16157,,0,180,7,5,1360,,1978,1978,194000,True,False,False,False,False,False,False,False,False,True
1502,0,3,0,1502,0,644,2009,1502,4,9541,79,268,114,5,7,1502,,2009,2009,233170,False,False,True,False,False,False,False,True,True,False
1694,0,,0,1694,,776,2008,1694,4,10475,64,72,33,5,8,1694,160,2008,2008,245350,False,False,False,False,False,False,False,True,False,False
959,712,3,786,173,,472,2000,1671,3,10852,58,0,38,5,6,959,,2000,2000,173000,False,False,True,False,True,False,False,False,False,False
1236,872,4,626,501,,540,1935,2108,4,13728,120,0,0,7,6,1127,,1935,1986,235000,False,False,True,False,False,False,True,False,False,True
1831,1796,4,1387,543,,807,1995,3627,4,35760,118,1378,76,5,10,1930,,1995,1996,625000,True,False,False,False,True,False,False,False,False,False
1118,0,3,522,574,,358,1977,1118,3,9880,76,0,0,6,6,1096,,1977,1977,171000,False,False,False,False,False,False,False,False,False,False
1261,0,3,662,599,,433,1958,1261,3,9120,76,0,0,6,6,1261,,1958,1958,163000,False,False,True,False,False,False,False,False,True,False
625,625,2,0,625,,625,2006,1250,4,4017,35,0,54,5,7,625,,2006,2007,171900,False,False,True,False,False,False,False,True,False,False
1636,971,3,152,977,,0,,3086,5,18030,138,0,0,6,5,1598,,1946,1994,200500,False,False,True,False,False,False,True,False,False,False
1170,1175,4,503,449,,360,1932,2345,3,16560,80,0,0,8,6,952,,1932,1950,239000,False,False,True,False,False,False,True,False,False,True
2129,743,4,700,983,,541,1992,2872,4,10678,85,337,33,5,8,1683,,1992,2000,285000,False,False,True,False,True,False,False,False,False,False
923,0,3,658,218,,264,1984,923,3,6951,37,0,0,5,5,876,,1984,1985,119500,False,False,True,False,False,False,False,False,False,True
818,406,3,468,350,,210,1926,1224,3,3950,,0,0,8,6,818,,1926,2004,115000,False,False,True,False,False,False,True,False,False,True
820,523,3,0,731,,186,1921,1343,3,7681,54,0,0,6,5,731,,1921,1950,154900,False,False,True,False,False,False,False,True,False,True
1124,0,3,0,0,190,0,,1124,3,8335,77,0,36,5,5,0,,1954,1954,93000,False,False,False,False,False,False,False,False,False,False
1298,1216,4,1216,0,,693,1990,2514,3,11170,,0,0,5,7,1216,,1990,1991,250000,False,False,True,False,False,True,False,False,False,False
1652,0,2,1480,120,,482,2008,1652,4,5587,64,186,53,5,8,1600,162,2008,2008,392500,True,False,False,False,True,False,False,False,False,False
2411,2065,4,2096,300,,813,1996,4476,5,15623,160,0,78,5,10,2396,,1996,1996,745000,False,False,False,False,True,False,False,False,False,False
1130,,2,821,299,,720,1970,1130,3,10800,60,0,0,6,5,1120,,1920,1950,120000,False,False,True,False,False,False,False,False,False,True
1572,0,3,1159,413,,995,1963,1572,3,35133,50,226,263,4,5,1572,,1963,1963,186700,True,False,False,False,False,False,True,False,True,False
949,272,4,392,392,,392,1965,1221,3,9738,60,0,0,7,5,784,,1924,1950,104900,False,False,True,True,False,False,False,False,False,True
1014,685,3,440,538,,420,1920,1699,3,10615,107,0,74,5,3,978,,1900,1970,95000,False,True,False,True,False,False,False,False,False,True
1624,0,2,1456,168,,757,1994,1624,4,12461,89,0,114,5,8,1624,,1994,1995,262000,False,False,True,False,True,False,False,False,True,False
831,829,3,0,831,,493,2002,1660,4,8935,68,95,68,5,7,831,,2002,2002,195000,False,False,True,False,False,False,False,True,True,False
1028,776,3,0,994,,442,1999,1804,4,7500,60,0,60,5,7,994,,1999,1999,189000,False,False,True,False,False,False,False,True,False,False
1622,0,3,1159,90,,1356,1975,1622,3,32463,,149,0,4,4,1249,,1961,1975,168000,False,False,False,True,False,False,False,False,False,False
764,677,2,0,776,,492,1999,1441,4,2645,24,456,0,5,8,776,206,1999,2000,174000,False,False,True,False,False,False,False,True,False,True
842,630,3,0,702,,250,1925,1472,4,9600,60,0,0,8,5,702,,1925,1994,125000,False,True,False,False,False,False,False,True,False,True
1224,0,2,883,341,,402,1999,1224,3,4500,,425,304,5,6,1224,,1999,1999,165000,False,False,True,False,True,False,False,False,False,False
663,689,4,371,292,,299,1969,1352,3,9364,80,143,36,7,6,663,,1969,1969,158000,False,False,True,False,False,False,False,False,False,False
728,728,,0,728,,400,2005,1456,4,8029,51,0,24,5,6,728,100,2005,2005,176000,False,False,True,False,False,False,False,True,False,False
879,984,4,0,879,,660,2006,1863,4,14054,58,0,17,5,7,879,,2006,2006,219210,False,False,False,False,False,False,False,True,False,False
815,875,3,0,815,,225,1916,1690,3,8850,65,0,0,6,7,815,,1916,1950,144000,False,False,True,False,False,False,False,True,False,False
1212,0,3,0,1212,,573,2001,1212,4,9100,70,0,0,5,7,1212,,2001,2001,178000,False,False,True,False,False,False,False,True,True,False
1382,0,3,547,504,,459,1974,1382,3,11235,75,51,82,5,4,1051,,1963,1979,148000,False,False,True,False,False,False,True,False,False,False
864,0,3,0,864,,280,1972,864,3,9353,71,0,0,5,4,864,,1970,1970,116050,False,False,True,False,False,False,False,True,False,False
866,913,,0,866,0,546,1998,1779,4,10400,80,0,36,5,7,866,,1998,1998,197900,False,False,False,False,False,False,False,True,True,False
884,464,3,0,884,,216,1960,1348,3,6000,50,0,0,8,5,884,,1925,1997,117000,False,False,True,False,False,False,False,False,False,True
1630,0,3,0,1630,,451,2000,1630,4,9750,75,171,234,5,7,1630,,2000,2001,213000,False,False,True,False,False,False,False,False,False,True
1074,0,3,788,268,,495,1975,1074,3,10140,78,0,88,6,5,1056,,1975,1975,153500,False,False,True,False,False,False,False,False,True,False
2196,0,,485,1496,,701,1990,2196,4,14684,90,234,70,7,7,2158,84,1990,1991,271900,False,True,False,False,False,False,False,False,True,False
1056,0,,1056,0,0,384,1966,1056,3,8900,,0,42,4,4,1056,,1966,1966,107000,False,False,True,False,False,False,True,False,False,True
1700,0,3,340,1342,0,544,2003,1700,4,9135,70,120,23,5,6,1682,,2003,2003,200000,False,False,False,False,True,False,False,False,True,False
1283,0,3,504,319,,506,1980,1283,3,7763,70,0,0,7,5,931,,1962,1980,140000,False,False,True,False,False,False,True,False,False,True
1660,0,3,1220,440,0,500,2006,1660,4,10182,85,420,50,5,8,1660,,2006,2006,290000,False,True,False,False,True,False,False,False,True,False
1055,790,,0,1055,,462,1992,1845,4,11218,70,0,104,5,6,1055,,1992,1992,189000,False,False,True,False,False,False,False,True,True,False
1080,672,4,427,132,,492,1988,1752,3,12134,152,0,12,7,8,559,,1988,2005,164000,False,False,False,False,True,False,False,False,True,False
672,0,2,344,328,,234,1941,672,3,9340,50,0,113,6,4,672,,1941,1950,113000,False,False,True,False,False,False,True,False,False,True
960,0,0,648,0,,364,1965,960,3,10246,,0,0,9,4,648,,1965,2001,145000,False,False,False,False,True,False,False,False,False,True
999,0,3,784,141,,300,1962,999,3,10205,69,0,72,5,5,925,,1962,1962,134500,False,False,False,True,False,False,False,False,False,True
894,0,3,180,340,,384,1966,894,3,7094,99,0,0,5,5,894,,1966,1966,125000,False,False,True,False,False,False,True,False,False,False
1318,584,4,0,0,,539,1978,1902,3,8930,68,0,0,5,6,0,,1978,1978,112000,False,False,False,False,False,False,False,False,False,True
1314,0,3,936,364,,552,2009,1314,4,8640,72,72,112,5,8,1300,,2009,2009,229456,False,True,False,False,True,False,False,False,True,False
672,,2,0,0,,0,,912,3,6240,52,0,0,5,4,0,,1947,1950,80500,False,False,False,False,False,False,False,False,False,False
672,546,3,0,672,,0,,1218,3,1680,21,236,0,5,6,672,,1971,1971,91500,False,False,True,False,False,False,False,False,False,False
912,0,2,312,0,,288,1964,912,3,7800,66,0,0,5,5,912,,1964,1964,115000,False,False,True,False,False,False,True,False,False,True
1211,0,3,250,210,0,322,1968,1211,3,8250,55,0,63,5,5,952,0,1968,1968,134000,False,False,True,True,False,False,False,False,False,False
1168,678,3,196,844,0,315,1949,1846,3,10496,78,320,0,6,6,1040,0,1949,1950,143000,False,True,False,False,False,False,True,False,False,True
2136,0,4,756,1380,,528,1951,2136,3,10680,89,44,30,3,5,2136,,1951,1951,137900,False,False,True,False,False,True,False,False,False,True
788,702,3,724,64,,388,2004,1490,4,15384,60,0,75,5,7,788,,2004,2005,184000,False,False,False,False,True,False,False,False,False,False
1138,0,3,507,81,,264,1958,1138,3,10482,65,63,0,8,6,588,,1958,1958,145000,False,False,False,False,True,False,False,False,False,False
894,1039,4,0,894,,668,2007,1933,4,14598,86,74,18,5,6,894,,2007,2007,214000,False,True,False,False,False,False,False,True,False,False
912,0,2,595,317,,576,1992,912,4,8872,72,300,240,8,5,912,,1965,2008,147000,False,False,True,False,False,False,False,False,False,True
1702,0,1,1540,162,,1052,2008,1702,5,8769,65,766,72,5,9,1702,,2008,2008,367294,False,False,True,False,True,False,False,False,False,False
1507,0,4,666,409,0,404,1960,1507,3,7910,70,0,0,5,5,1075,,1960,1960,127000,False,False,True,False,False,False,False,False,False,True
1361,1259,4,498,652,145,600,1977,2620,3,18890,,1,24,5,5,1361,,1977,1977,190000,False,False,True,False,True,False,False,False,True,False
1190,0,3,803,303,,540,1962,1190,3,7728,70,120,18,6,5,1106,,1962,1962,132500,False,False,False,False,False,False,False,False,False,False
1224,0,2,0,0,,462,1962,1224,3,9842,70,0,0,5,4,0,0,1962,1962,101800,False,False,False,False,False,False,False,False,False,True
1188,,3,1000,188,,531,1959,1188,3,12160,,180,0,5,5,1188,,1959,1959,142000,False,False,True,False,False,False,True,False,True,False
1024,940,4,0,940,,0,,1964,3,8525,55,0,192,6,5,940,,1911,1950,130000,False,False,False,False,False,False,False,True,False,False
892,892,4,0,747,,180,1914,1784,3,13132,96,0,40,5,5,747,,1914,1950,138887,False,True,False,False,False,False,False,True,False,True
764,862,2,0,764,,474,2003,1626,4,2628,36,106,27,5,7,764,0,2003,2003,175500,False,False,True,False,False,False,False,True,True,False
847,1101,,0,847,0,434,2004,1948,4,12393,41,0,48,5,7,847,,2004,2005,195000,False,False,True,False,False,False,False,True,False,False
1141,0,3,0,1141,,484,2005,1141,3,13072,63,0,0,5,6,1141,,2005,2005,142500,False,False,True,False,False,False,False,True,False,True
1484,0,,428,1048,,472,2006,1484,5,9037,64,32,33,5,8,1476,,2006,2006,265900,False,False,False,False,True,False,False,False,True,False
884,884,,550,334,,543,2003,1768,4,8158,65,252,63,5,7,884,,2003,2003,224900,False,False,True,False,True,False,False,False,False,False
1689,0,3,0,1689,,954,2007,1689,4,9849,83,0,56,6,7,1689,,2007,2007,248328,False,False,False,False,False,False,False,True,True,False
1173,0,3,885,0,,528,1974,1173,4,10625,85,81,120,6,7,1053,0,1974,1974,170000,True,False,False,False,True,False,False,False,True,False
2076,0,2,1386,690,,850,2006,2076,5,13891,107,,229,5,10,2076,,2006,2006,465000,True,False,False,False,True,False,False,False,False,False
792,725,3,0,792,,400,1931,1517,4,11435,,0,0,7,8,792,,1929,1950,230000,False,False,True,False,False,False,False,True,False,True
1140,728,3,0,585,,477,1984,1868,3,12090,78,74,112,7,6,585,,1984,2003,178000,False,False,True,False,False,False,False,True,False,False
756,797,3,0,756,,615,2005,1553,4,8125,65,0,45,5,7,756,,2005,2006,186500,False,False,True,False,False,False,False,True,True,False
1034,0,3,539,473,,888,1976,1034,3,12328,,335,0,5,6,1012,,1976,1976,169900,False,False,False,False,True,False,False,False,False,True
1134,924,3,319,416,,396,1950,2058,3,9600,60,0,0,5,6,735,,1917,1950,129500,False,False,True,False,False,False,True,False,False,True
988,0,3,534,246,,276,1950,988,3,7200,60,0,80,7,5,876,,1950,1950,119000,False,False,True,True,False,False,False,False,False,True
2110,0,3,1065,1045,0,522,1968,2110,5,11160,93,0,0,5,7,2110,,1968,1968,244000,False,False,True,False,False,False,False,False,False,False
1405,0,2,0,1405,,478,2003,1405,4,3136,,163,36,5,7,1405,,2003,2003,171750,False,False,True,False,False,False,False,True,True,False
874,0,3,510,354,,288,1968,874,3,9858,62,0,0,6,5,864,33,1968,1968,130000,False,False,True,False,False,False,False,False,True,False
1516,651,,125,36,,518,1974,2167,4,17542,,0,47,7,7,1192,,1974,2003,294000,True,False,False,False,False,True,False,False,True,False
760,896,3,0,746,,397,2003,1656,4,6931,60,92,128,5,7,746,,2003,2004,165400,False,False,True,False,False,False,False,True,False,False
959,408,3,425,459,,560,1978,1367,3,6240,52,0,0,6,6,884,,1931,1950,127500,False,False,True,False,False,True,False,False,False,False
1987,0,2,1314,672,,691,1994,1987,4,14303,91,554,36,5,8,1986,,1994,1994,301500,True,False,False,False,True,False,False,False,False,False
864,0,2,0,864,,0,,864,3,4060,56,0,96,8,5,864,,1922,1950,99900,False,False,True,False,False,False,False,True,False,False
1166,0,2,655,201,,400,2005,1166,4,9587,59,182,0,5,7,856,,2005,2005,190000,True,False,False,False,True,False,False,False,False,False
1054,0,3,602,14,,460,1969,1054,3,9750,65,0,0,8,6,1054,,1969,1969,151000,False,False,True,False,False,False,False,False,False,True
892,783,3,0,841,,502,1999,1675,3,24682,,0,103,5,6,841,,1999,1999,181000,False,False,True,False,False,False,False,True,False,False
1050,0,2,504,546,,338,1956,1050,3,9600,80,0,0,6,5,1050,,1956,1956,128900,False,False,True,False,False,False,True,False,False,True
1104,684,5,0,1104,,304,1957,1788,3,11250,,0,0,5,4,1104,,1957,1989,161500,False,False,False,False,False,False,False,True,False,True
1060,764,,0,764,,520,1940,1824,3,13515,60,0,0,6,6,764,,1919,1950,180500,False,False,True,False,False,False,False,True,False,True
1337,0,2,266,1139,,511,1998,1337,4,4060,34,0,68,5,6,1405,,1998,1999,181000,False,False,True,False,True,False,False,False,False,False
713,739,3,450,241,,506,1999,1452,4,3735,35,218,34,5,7,691,,1999,1999,183900,False,False,True,False,True,False,False,False,False,True
964,925,4,0,925,,308,1960,1889,3,10120,60,0,0,4,7,925,,1910,1950,122000,False,False,True,False,False,False,False,True,False,True
2018,0,3,0,2002,,746,2009,2018,5,13214,89,0,76,5,9,2002,,2008,2009,378500,True,False,False,False,False,False,False,True,False,False
1968,1479,4,192,536,,1014,1982,3447,4,14100,,632,12,9,8,728,,1935,1997,381000,False,True,False,False,False,False,True,False,False,False
874,650,3,460,414,,315,1958,1524,3,11344,78,180,0,5,5,874,,1958,1958,144000,False,False,True,True,False,False,False,False,False,True
1332,192,0,1258,74,,586,1979,1524,4,23595,,0,0,6,7,1332,,1979,1979,260000,True,False,False,False,True,False,False,False,False,False
1489,0,3,0,1489,,462,1968,1489,4,9156,,0,0,7,6,1489,,1968,1968,185750,False,False,True,False,False,False,False,True,True,False
935,0,3,560,0,,288,1965,935,3,13526,,114,0,6,5,935,,1965,1965,137000,False,False,True,True,False,False,False,False,False,True
1357,0,2,719,300,,312,1959,1357,5,11512,124,84,0,7,6,1019,,1959,2006,177000,False,False,False,False,False,False,False,False,True,False
661,589,3,0,661,,552,1985,1250,3,5362,53,0,0,6,5,661,,1910,2003,139000,False,False,True,False,False,False,False,True,False,True
928,992,4,220,708,0,400,1948,1920,3,11345,95,567,0,5,5,928,0,1948,1950,137000,False,False,True,False,False,False,True,False,False,False
735,660,3,593,130,,497,1972,1395,3,12936,,0,116,6,6,723,,1972,1972,162000,False,False,True,True,False,False,False,False,False,True
1724,0,3,528,1152,,480,1967,1724,3,17871,,359,0,5,6,1680,,1967,1976,197900,False,False,False,False,False,False,False,False,True,False
1128,903,3,804,324,,577,2002,2031,4,9473,75,,211,5,8,1128,0,2002,2002,237000,False,False,True,False,True,False,False,False,False,False
698,430,2,0,698,,528,1980,1128,3,7500,60,0,0,4,4,698,,1920,1950,68400,False,False,True,False,False,False,False,True,True,False
1573,0,3,788,785,,544,2002,1573,4,9808,67,110,72,5,7,1573,0,2002,2002,227000,False,False,True,False,True,False,False,False,True,False
1339,0,,1053,256,,484,1990,1339,3,8049,50,54,58,5,7,1309,0,1990,1990,180000,False,False,True,False,False,False,False,False,False,False
1040,0,3,532,364,,484,1977,1040,4,8800,61,0,0,7,5,1040,,1977,2008,150500,False,True,False,False,False,True,False,False,False,True
912,912,4,0,912,,0,,1824,3,9400,94,0,0,5,6,912,,1971,1971,139000,False,False,False,False,False,False,False,True,False,False
1699,748,4,0,804,42,336,1969,2447,4,9638,50,0,0,7,6,804,,1919,1990,169000,False,False,True,False,False,False,False,True,False,True
825,587,4,0,780,,280,1939,1412,3,6000,50,0,0,6,6,780,,1939,1950,132500,False,False,True,False,False,False,False,True,False,True
1328,0,3,569,678,,528,1963,1328,3,9790,,451,26,5,6,1328,,1963,1963,143000,False,False,True,False,False,False,False,False,False,True
1582,0,4,812,812,0,390,1964,1582,3,36500,,621,198,5,5,1624,168,1964,1964,190000,False,False,False,False,False,False,True,False,False,True
1659,0,2,1158,343,,499,2000,1659,5,5664,40,0,59,5,8,1501,,2000,2000,278000,False,False,True,False,True,False,False,False,False,False
1120,850,3,0,1085,,753,2006,1970,5,11065,86,788,74,5,8,1085,,2006,2006,281000,False,True,False,False,False,False,False,True,False,False
1152,0,3,1014,138,,484,1964,1152,3,14112,,86,0,7,5,1152,,1964,1964,180500,False,False,False,False,True,False,False,False,True,False
630,672,3,231,399,,264,1972,1302,3,1680,21,268,0,7,5,630,,1972,1972,119500,False,False,True,False,False,False,False,False,False,True
1378,994,4,0,994,,432,1985,2372,3,6600,60,0,287,4,5,994,,1892,1965,107500,False,False,True,False,False,False,False,True,True,False
832,832,4,194,638,,528,1976,1664,3,10140,78,0,28,5,7,832,,1976,1976,162900,False,False,True,False,True,False,False,False,True,False
864,0,2,167,697,,572,1957,864,3,8172,60,0,0,7,5,864,,1955,1990,115000,False,False,True,False,False,False,True,False,False,True
1052,0,3,1016,36,,288,1968,1052,3,8400,70,168,0,5,5,1052,356,1968,1968,138500,False,False,False,False,False,False,False,False,True,False
1128,0,3,776,344,,525,1963,1128,3,8700,80,148,20,6,5,1120,,1963,1963,155000,False,True,False,False,False,False,False,False,True,False
1072,0,2,547,0,,525,2005,1072,3,3675,35,82,44,5,6,547,,2005,2006,140000,True,False,False,False,True,False,False,False,False,False
4692,950,3,5644,466,,1418,2008,5642,5,63887,313,796,292,5,10,6110,,2008,2008,160000,True,False,False,False,True,False,False,False,False,False
1246,0,3,340,0,,305,1959,1246,4,7500,75,0,0,7,5,1246,,1959,1994,154000,False,False,True,False,False,True,False,False,True,False
1005,978,3,694,284,,490,1999,1983,4,10762,,344,0,5,7,978,,1999,1999,225000,False,False,True,False,True,False,False,False,False,False
753,741,3,547,224,,213,1942,1494,4,7500,,0,0,7,6,771,,1942,1950,177500,False,False,True,True,False,False,False,False,False,True
1203,1323,4,740,425,,844,1994,2526,4,10120,92,391,78,5,8,1165,,1994,1994,290000,False,False,True,False,True,False,False,False,False,False
1616,0,3,0,1616,0,834,2005,1616,4,8688,73,228,59,5,7,1616,,2005,2005,232000,False,False,False,False,False,False,False,True,True,False
976,732,3,0,976,,380,2004,1708,4,3363,32,117,40,5,7,976,,2004,2004,130000,False,False,True,False,False,False,False,True,False,False
1652,0,2,1572,80,0,840,2006,1652,5,13173,108,300,102,5,9,1652,,2006,2007,325000,False,False,True,False,True,False,False,False,False,False
1368,0,2,0,1368,,474,2005,1368,4,6955,48,94,35,5,7,1368,,2005,2006,202500,False,False,True,False,False,False,False,True,True,False
990,0,3,746,244,,480,2000,990,3,8072,60,0,64,5,5,990,,1994,1995,138000,False,False,True,False,False,False,False,False,False,True
1122,,2,144,172,,528,1948,1122,4,12000,100,0,36,7,5,924,,1948,2005,147000,False,False,True,False,True,False,False,False,False,True
1294,0,3,1200,78,,496,1991,1294,4,7153,,88,51,5,6,1278,,1991,1991,179200,False,False,True,False,True,False,False,False,False,False
